"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-10","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6062428","","","","0"
"2016-11","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6103761","","","","0"
"2016-12","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6823838","","","","0"
"2017-01","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6878493","","","","0"
"2017-02","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6201556","","","","0"
"2017-03","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6453281","","","","0"
"2017-04","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5606919","","","","0"
"2017-05","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5673695","","","","0"
"2017-06","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5367039","","","","0"
"2017-07","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6408119","","","","0"
"2017-08","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6480330","","","","0"
"2017-09","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5769172","","","","0"
"2017-10","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5935010","","","","0"
"2017-11","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6765439","","","","0"
"2017-12","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","7060838","","","","0"
"2018-01","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6526469","","","","0"
"2018-02","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5777573","","","","0"
"2018-03","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6317675","","","","0"
"2018-04","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5334406","","","","0"
"2018-05","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5323682","","","","0"
"2018-06","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5101974","","","","0"
"2018-07","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6289361","","","","0"
"2018-08","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6518944","","","","0"
"2018-09","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6201412","","","","0"
"2018-10","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6207969","","","","0"
"2018-11","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6498795","","","","0"
"2018-12","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6860138","","","","0"
"2019-01","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6768632","","","","0"
"2019-02","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6808503","","","","0"
"2019-03","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6951536","","","","0"
"2019-04","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5858124","","","","0"
"2019-05","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5622565","","","","0"
"2019-06","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5464556","","","","0"
"2019-07","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6161884","","","","0"
"2019-08","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5966368","","","","0"
"2019-09","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5956221","","","","0"
"2019-10","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6335438","","","","0"
"2019-11","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6369992","","","","0"
"2019-12","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6657620","","","","0"
"2020-01","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6407865","","","","0"
"2020-02","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5988859","","","","0"
"2020-03","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6063848","","","","0"
"2020-04","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5437114","","","","0"
"2020-05","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","4636730","","","","0"
"2020-06","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","4985448","","","","0"
"2020-07","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5057221","","","","0"
"2020-08","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5522706","","","","0"
"2020-09","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5569188","","","","0"
"2020-10","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","5818587","","","","0"
"2020-11","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6017432","","","","0"
"2020-12","Alberta","2016A000248","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484859","10.1.11","6165806","","","","0"
"2009-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","6740","","","","0"
"2009-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","4224","","","","0"
"2009-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","5721","","","","0"
"2009-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","4286","","","","0"
"2009-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","4599","","","","0"
"2009-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","2720","","","","0"
"2009-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","1313","","","","0"
"2009-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","2128","","","","0"
"2009-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","3785","","","","0"
"2009-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","4059","","","","0"
"2009-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","8958","","","","0"
"2009-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","4571","","","","0"
"2010-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","10936","","","","0"
"2010-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","7311","","","","0"
"2010-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","15326","","","","0"
"2010-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","85979","","","","0"
"2010-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","65732","","","","0"
"2010-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","51958","","","","0"
"2010-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","61860","","","","0"
"2010-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","53245","","","","0"
"2010-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","59071","","","","0"
"2010-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","84725","","","","0"
"2010-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","89559","","","","0"
"2010-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","102099","","","","0"
"2011-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","194125","","","","0"
"2011-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","172878","","","","0"
"2011-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","129873","","","","0"
"2011-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","182932","","","","0"
"2011-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","147779","","","","0"
"2011-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","165615","","","","0"
"2011-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","187756","","","","0"
"2011-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","159006","","","","0"
"2011-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","223846","","","","0"
"2011-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","304087","","","","0"
"2011-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","404355","","","","0"
"2011-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","425148","","","","0"
"2012-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","408881","","","","0"
"2012-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","294536","","","","0"
"2012-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","343564","","","","0"
"2012-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","248621","","","","0"
"2012-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","211393","","","","0"
"2012-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","174391","","","","0"
"2012-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","101638","","","","0"
"2012-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","99963","","","","0"
"2012-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","152667","","","","0"
"2012-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","226654","","","","0"
"2012-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","241384","","","","0"
"2012-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","274520","","","","0"
"2013-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","345785","","","","0"
"2013-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","300084","","","","0"
"2013-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","194560","","","","0"
"2013-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","237326","","","","0"
"2013-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","193991","","","","0"
"2013-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","152113","","","","0"
"2013-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","122014","","","","0"
"2013-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","103779","","","","0"
"2013-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","175606","","","","0"
"2013-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","223093","","","","0"
"2013-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","278687","","","","0"
"2013-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","293417","","","","0"
"2014-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","321734","","","","0"
"2014-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","191679","","","","0"
"2014-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","204901","","","","0"
"2014-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","257187","","","","0"
"2014-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","135755","","","","0"
"2014-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","136915","","","","0"
"2014-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","135406","","","","0"
"2014-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","103899","","","","0"
"2014-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","170640","","","","0"
"2014-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","273459","","","","0"
"2014-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","231252","","","","0"
"2014-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","293739","","","","0"
"2015-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","324110","","","","0"
"2015-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","198513","","","","0"
"2015-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","305504","","r","","0"
"2015-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","231909","","","","0"
"2015-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","115514","","","","0"
"2015-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","91223","","","","0"
"2015-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","119596","","","","0"
"2015-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","131659","","","","0"
"2015-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","162563","","","","0"
"2015-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","210046","","","","0"
"2015-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","219477","","","","0"
"2015-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","229275","","","","0"
"2016-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","435206","","","","0"
"2016-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","515231","","","","0"
"2016-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","461390","","","","0"
"2016-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","364476","","","","0"
"2016-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","313384","","","","0"
"2016-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","381428","","","","0"
"2016-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","234965","","","","0"
"2016-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","246629","","","","0"
"2016-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","373073","","","","0"
"2016-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","313897","","","","0"
"2016-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","485887","","","","0"
"2016-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","460823","","","","0"
"2017-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","440473","","","","0"
"2017-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","291393","","","","0"
"2017-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","426071","","","","0"
"2017-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","372829","","","","0"
"2017-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","361071","","","","0"
"2017-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","364247","","","","0"
"2017-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","256067","","","","0"
"2017-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","223845","","","","0"
"2017-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","283605","","","","0"
"2017-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","554736","","","","0"
"2017-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","512010","","","","0"
"2017-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","465186","","","","0"
"2018-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","481948","","","","0"
"2018-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","381701","","","","0"
"2018-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","264855","","","","0"
"2018-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","315217","","","","0"
"2018-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","295582","","","","0"
"2018-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","343537","","","","0"
"2018-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","240091","","","","0"
"2018-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","255374","","","","0"
"2018-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","189053","","","","0"
"2018-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","362583","","","","0"
"2018-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","458391","","","","0"
"2018-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","530891","","","","0"
"2019-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","476447","","","","0"
"2019-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","175972","","","","0"
"2019-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","256832","","","","0"
"2019-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","383248","","","","0"
"2019-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","226720","","","","0"
"2019-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","296059","","","","0"
"2019-07","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","245044","","","","0"
"2019-08","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","216197","","","","0"
"2019-09","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","313647","","","","0"
"2019-10","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","509060","","","","0"
"2019-11","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","443369","","","","0"
"2019-12","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","494105","","","","0"
"2020-01","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","471870","","","","0"
"2020-02","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","487479","","","","0"
"2020-03","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","413205","","","","0"
"2020-04","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","349834","","","","0"
"2020-05","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","344656","","","","0"
"2020-06","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174635","10.1.8","366659","","","","0"
