"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-09","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2017-10","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2017-11","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2017-12","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-01","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-02","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-03","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-04","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-05","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-06","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-07","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-08","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-09","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-10","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-11","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2018-12","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-01","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-02","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-03","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-04","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-05","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-06","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-07","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-08","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-09","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-10","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-11","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2019-12","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-01","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-02","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-03","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-04","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-05","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-06","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-07","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-08","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-09","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-10","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-11","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2020-12","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174740","5.1.6","","..","","","0"
"2016-01","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","667083","","","","0"
"2016-02","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","590957","","","","0"
"2016-03","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","500168","","","","0"
"2016-04","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","558655","","","","0"
"2016-05","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","514818","","","","0"
"2016-06","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","478872","","","","0"
"2016-07","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","503636","","","","0"
"2016-08","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","515840","","","","0"
"2016-09","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","494996","","","","0"
"2016-10","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","449370","","","","0"
"2016-11","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","544015","","","","0"
"2016-12","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","798913","","","","0"
"2017-01","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","672029","","","","0"
"2017-02","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","612031","","","","0"
"2017-03","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","599375","","","","0"
"2017-04","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","394633","","","","0"
"2017-05","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","251772","","","","0"
"2017-06","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","112211","","","","0"
"2017-07","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","293232","","","","0"
"2017-08","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","367244","","","","0"
"2017-09","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","331299","","","","0"
"2017-10","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","313388","","","","0"
"2017-11","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","360801","","","","0"
"2017-12","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","573629","","","","0"
"2018-01","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","809041","","","","0"
"2018-02","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","536995","","","","0"
"2018-03","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","485681","","","","0"
"2018-04","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","399268","","","","0"
"2018-05","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","379361","","","","0"
"2018-06","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","211430","","","","0"
"2018-07","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","400699","","","","0"
"2018-08","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","409016","","","","0"
"2018-09","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","377794","","","","0"
"2018-10","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","420573","","","","0"
"2018-11","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","440964","","","","0"
"2018-12","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","533598","","","","0"
"2019-01","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","679245","","","","0"
"2019-02","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","497867","","","","0"
"2019-03","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","491897","","","","0"
"2019-04","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","320143","","","","0"
"2019-05","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","266792","","","","0"
"2019-06","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","118242","","","","0"
"2019-07","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","436792","","","","0"
"2019-08","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","334698","","","","0"
"2019-09","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","341947","","","","0"
"2019-10","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","310352","","","","0"
"2019-11","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","385656","","","","0"
"2019-12","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","457088","","","","0"
"2020-01","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","453853","","","","0"
"2020-02","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","452435","","","","0"
"2020-03","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","381843","","","","0"
"2020-04","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","155544","","","","0"
"2020-05","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","113990","","","","0"
"2020-06","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","94308","","","","0"
"2020-07","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","151605","","","","0"
"2020-08","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","262874","","","","0"
"2020-09","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","371087","","","","0"
"2020-10","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","443434","","","","0"
"2020-11","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","483352","","","","0"
"2020-12","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484844","5.1.11","425590","","","","0"
"2016-01","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-02","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-03","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-04","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-05","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-06","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-07","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-08","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-09","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-10","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-11","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2016-12","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-01","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-02","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-03","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-04","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-05","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-06","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-07","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-08","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-09","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-10","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-11","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2017-12","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-01","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-02","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-03","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-04","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-05","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-06","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-07","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-08","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-09","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-10","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-11","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2018-12","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-01","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-02","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-03","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-04","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-05","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-06","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-07","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-08","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-09","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-10","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-11","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2019-12","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-01","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-02","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-03","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-04","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-05","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-06","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-07","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-08","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-09","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-10","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-11","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2020-12","New Brunswick","2016A000213","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v1059484885","5.1.7","0","","","","0"
"2009-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-07","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-08","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-09","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-10","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-11","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2009-12","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","","x","","","0"
"2010-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","0","","","","0"
"2010-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","0","","","","0"
"2010-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","0","","","","0"
"2010-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","31712","","","","0"
"2010-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","36097","","","","0"
"2010-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","29093","","","","0"
"2010-07","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","32540","","","","0"
"2010-08","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","21439","","","","0"
"2010-09","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","35754","","","","0"
"2010-10","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","57761","","","","0"
"2010-11","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","43864","","","","0"
"2010-12","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","29685","","","","0"
