Country Name,"Country Code","Series Name","Series Code","2018Q1 [YR2018Q1]","2018Q2 [YR2018Q2]","2018Q3 [YR2018Q3]","2018Q4 [YR2018Q4]","2019Q1 [YR2019Q1]","2019Q2 [YR2019Q2]","2019Q3 [YR2019Q3]","2019Q4 [YR2019Q4]","2020Q1 [YR2020Q1]","2020Q2 [YR2020Q2]","2020Q3 [YR2020Q3]","2020Q4 [YR2020Q4]","2021Q1 [YR2021Q1]","2021Q2 [YR2021Q2]","2021Q3 [YR2021Q3]","2021Q4 [YR2021Q4]","2022Q1 [YR2022Q1]","2022Q2 [YR2022Q2]","2022Q3 [YR2022Q3]","2022Q4 [YR2022Q4]"
Albania,"ALB","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","2060491.528","2228798.607","2924137.836","4811130","2390000","1940755.87334014","2963294.5389436","7538659.79381444","3031578.94752","3028391.1672","2905980","4115430.38476795","2068439.61490802","5577109.60232784","4265674.20555396","7584006.00713347","4017203.51390923","5787077.56960252","3029028.18679007","3204110.22886502"
Albania,"ALB","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","1326195107.34624","1300026876.31257","1292252555.70294","1272130072.2","1319463000","1227447116.72393","1177639212.17547","1192729197.34904","1117591831.63483","1261417187.92564","1256939540.595","1264459539.86513","1395987515.70732","1353056138.0183","1299129380.94939","1155779519.42932","1150399006.90891","1095806738.1451","1129003749.52406","1496375731.95541"
Albania,"ALB","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","3979442410.9","3798714405.885","4116137797.26","4383857160","4564720000","4242789488.34618","4173169203.22292","4296759941.08984","3903713684.40571","5212302839.12975","5456288805","5478520428.40143","5433924316.08045","5377827352.08535","5454346788.81573","6157311807.77173","5980810761.347","5622080196.11276","5637501051.7459","6245343297.52452"
Albania,"ALB","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","5307698009.77424","5100970080.80457","5411314490.79894","5660798362.2","5886573000","5472177360.94345","5353771709.93733","5497027798.2327","5024337094.98806","6476748418.22259","6716134325.595","6747095398.65133","6831980271.40268","6736460599.70598","6757741843.97067","7320675333.20818","7135226971.76982","6723674011.82746","6769533829.45675","7744923139.7088"
Argentina,"ARG","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"ARG","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"ARG","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"ARG","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"ARG","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Argentina,"ARG","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Armenia,"ARM","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Armenia,"ARM","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Armenia,"ARM","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Armenia,"ARM","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Armenia,"ARM","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Armenia,"ARM","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"AUS","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","70045069500","69382273400","71359859800","68305912400","73918118700","73407807200","75239876700.0002","76893652399.9999","79655647500","100024793500","115798560400","121552964000","127087195200","151880139600","140042124600","139022783200","146171344800","134092318300","136181139000","140833280000"
Australia,"AUS","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","64819839000","66342355100","65274602600","63166982600","63916944300","61962518800","60988688300.0002","64178462999.9999","59010152500","70664879500","72535007600","80946479600","79377043200","80225329800","79632064800","80749847200","82129913999.9998","83049650599.9999","82794517400","84528965000.0001"
Australia,"AUS","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Australia,"AUS","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","16177749000","13915774800","13456030400","15363854400","16389396200","16388845200","19652413100.0001","26432937400","34237287500","54293193000","54435196400","51563349600","42751367400","37453924200","42255263400","46796846400","41042510999.9999","40116024799.9999","37385849800","40160845000.0001"
Australia,"AUS","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","88028692500","84170186200","83687813800","86044078000","82956878500","83121329200","80928608800.0002","90063531199.9999","120313700000","120260349000","121748667200","168924885200","238668591000","335746362000","357081079800","391253678400","410163239999.999","365417360399.999","361162042600","383496165000.001"
Australia,"AUS","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","239071350000","233810589500","233778306600","232880827400","237181337700","234880500400","236809586900.001","257568584000","293216787500","345243215000","364517431600","422987678400","487884196800","605305755600","619010532600","657823155200","679507009799.998","622675354099.999","617523548800","649019255000.001"
Austria,"AUT","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Austria,"AUT","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Austria,"AUT","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Austria,"AUT","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Austria,"AUT","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Austria,"AUT","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bangladesh,"BGD","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","722336069.85","1323009871.416","612859726.773","1214445360","570130000","940650000","580461538.461537","1080930505.073","566815773.984699","816325088.33922","738943894.38944","1332924528.30189","940495057.3","1614903489.26","966444444.444441","2032307403.72","1423526682.13457","2083242375.60193","875354166.666669","2249292929.29293"
Bangladesh,"BGD","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","10390549.724","22800836.376","27498508.597","5149440","47770000","50430000","102946745.56213","51943462.83","202707474.985286","95948174.3227324","95238095.2380953","59351415.0943397","48691026.05","49745026.585","33380116.9590642","72878777.53","124512761.020881","204151952.915998","396166666.666668","126949494.949495"
Bangladesh,"BGD","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","0"
Bangladesh,"BGD","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","1120817267.966","477766503.864","1588059.767","1633040","1450000","1500000","1562130.17751479","1766784.45","1600941.73042967","2367491.16607773","1626591.23055163","2004716.98113208","1969339.15","1921886.545","702385964.912278","1888111.62","1937354.98839907","1744248.2611022","1531250.00000001","1383838.38383838"
Bangladesh,"BGD","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","26896118770.604","28896721796.592","28443093710.591","29730172640","24173470000","25521590000","31014378698.2248","31398998781.325","34083978811.0655","35828987043.5806","35573420556.3414","37938313679.2453","36870663320.85","41493188575.815","39669824561.4034","39871311354.59","39172969837.5869","38839839486.3564","37632229166.6668","40331737373.7374"
Bangladesh,"BGD","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","28749662658.144","30720299008.248","29085040005.728","30951400480","24792820000","26514170000","31699349112.426","32533639533.678","34855103001.7659","36743627797.4086","36409229137.1995","39332594339.6227","37861818743.35","43159758978.205","41372035087.7192","41978385647.46","40722946635.7307","41128978063.1355","38905281250.0001","42709363636.3636"
Barbados,"BRB","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Barbados,"BRB","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Barbados,"BRB","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Barbados,"BRB","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Barbados,"BRB","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Barbados,"BRB","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Belgium,"BEL","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Belgium,"BEL","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Belgium,"BEL","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Belgium,"BEL","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Belgium,"BEL","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Belgium,"BEL","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bolivia,"BOL","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bolivia,"BOL","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bolivia,"BOL","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bolivia,"BOL","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bolivia,"BOL","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bolivia,"BOL","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bosnia and Herzegovina,"BIH","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bosnia and Herzegovina,"BIH","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bosnia and Herzegovina,"BIH","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bosnia and Herzegovina,"BIH","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bosnia and Herzegovina,"BIH","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bosnia and Herzegovina,"BIH","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","442583650","404758683.21","NA","NA","NA","NA"
Botswana,"BWA","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Botswana,"BWA","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","442583650","404758683.21","NA","NA","NA","NA"
Brazil,"BRA","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"BRA","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"BRA","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"BRA","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"BRA","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brazil,"BRA","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bulgaria,"BGR","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bulgaria,"BGR","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bulgaria,"BGR","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bulgaria,"BGR","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bulgaria,"BGR","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bulgaria,"BGR","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cambodia,"KHM","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cambodia,"KHM","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cambodia,"KHM","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cambodia,"KHM","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cambodia,"KHM","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cambodia,"KHM","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Canada,"CAN","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Canada,"CAN","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Canada,"CAN","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Canada,"CAN","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Canada,"CAN","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Canada,"CAN","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"CHL","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"CHL","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"CHL","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"CHL","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"CHL","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"CHL","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
China,"CHN","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
China,"CHN","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
China,"CHN","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
China,"CHN","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
