"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Nova Scotia","2016A000212","Total, industries and households","Kilotonnes","198","units","0","v1013973552","4.1","16917","","","","0"
"2020","Nova Scotia","2016A000212","Total, industries and households","Kilotonnes","198","units","0","v1013973552","4.1","14749","","","","0"
"2009","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","18935","","","","0"
"2010","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","17714","","","","0"
"2011","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","17404","","","","0"
"2012","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","15325","","","","0"
"2013","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","14333","","","","0"
"2014","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","13355","","","","0"
"2015","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","12793","","","","0"
"2016","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","11931","","","","0"
"2017","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","12315","","","","0"
"2018","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","12664","","","","0"
"2019","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","12160","","","","0"
"2020","Nova Scotia","2016A000212","Total, industries","Kilotonnes","198","units","0","v1013973553","4.2","10391","","","","0"
"2009","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4756","","","","0"
"2010","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4748","","","","0"
"2011","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","5363","","","","0"
"2012","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","5119","","","","0"
"2013","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4775","","","","0"
"2014","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4435","","","","0"
"2015","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4972","","","","0"
"2016","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4649","","","","0"
"2017","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4781","","","","0"
"2018","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4896","","","","0"
"2019","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4757","","","","0"
"2020","Nova Scotia","2016A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4358","","","","0"
"2009","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","20564","","","","0"
"2010","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","20219","","","","0"
"2011","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","20843","","","","0"
"2012","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","19111","","","","0"
"2013","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","18185","","","","0"
"2014","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16417","","","","0"
"2015","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16582","","","","0"
"2016","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","15435","","","","0"
"2017","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","15986","","","","0"
"2018","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16539","","","","0"
"2019","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","16124","","","","0"
"2020","Nova Scotia","2016A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","14596","","","","0"
"2009","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-3127","","","","0"
"2010","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-2243","","","","0"
"2011","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1924","","","","0"
"2012","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1334","","","","0"
"2013","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-924","","","","0"
"2014","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1373","","","","0"
"2015","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1183","","","","0"
"2016","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1145","","","","0"
"2017","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1111","","","","0"
"2018","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1020","","","","0"
"2019","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-793","","","","0"
"2020","Nova Scotia","2016A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-153","","","","0"
"2009","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","21537","","","","0"
"2010","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","20533","","","","0"
"2011","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","21522","","","","0"
"2012","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","19671","","","","0"
"2013","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","17967","","","","0"
"2014","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","16689","","","","0"
"2015","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","18229","","","","0"
"2016","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","19240","","","","0"
"2017","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","18108","","","","0"
"2018","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","17963","","","","0"
"2019","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","16949","","","","0"
"2020","New Brunswick","2016A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","16175","","","","0"
"2009","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","17910","","","","0"
"2010","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","16702","","","","0"
"2011","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","16836","","","","0"
"2012","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","15120","","","","0"
"2013","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13879","","","","0"
"2014","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","12572","","","","0"
"2015","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13485","","","","0"
"2016","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","14856","","","","0"
"2017","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","14368","","","","0"
"2018","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","14416","","","","0"
"2019","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13689","","","","0"
"2020","New Brunswick","2016A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13242","","","","0"
"2009","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3627","","","","0"
"2010","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3831","","","","0"
"2011","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4686","","","","0"
"2012","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4551","","","","0"
"2013","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4087","","","","0"
"2014","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4117","","","","0"
"2015","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4745","","","","0"
"2016","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","4384","","","","0"
"2017","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3740","","","","0"
"2018","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3547","","","","0"
"2019","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","3259","","","","0"
"2020","New Brunswick","2016A000213","Total, households","Kilotonnes","198","units","0","v1013973789","5.115","2933","","","","0"
"2009","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","18062","","","","0"
"2010","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","17692","","","","0"
"2011","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","17786","","","","0"
"2012","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","16104","","","","0"
"2013","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","14235","","","","0"
"2014","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13691","","","","0"
"2015","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","14040","","","","0"
"2016","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","14836","","","","0"
"2017","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13762","","","","0"
"2018","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13560","","","","0"
"2019","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","13148","","","","0"
"2020","New Brunswick","2016A000213","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973792","5.118","12441","","","","0"
"2009","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3475","","","","0"
"2010","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-2841","","","","0"
"2011","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3735","","","","0"
"2012","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3567","","","","0"
"2013","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3731","","","","0"
"2014","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-2998","","","","0"
"2015","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4189","","","","0"
"2016","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4404","","","","0"
"2017","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4346","","","","0"
"2018","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-4403","","","","0"
"2019","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3800","","","","0"
"2020","New Brunswick","2016A000213","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973793","5.119","-3735","","","","0"
"2009","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","93886","","","","0"
"2010","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","89959","","","","0"
"2011","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","91240","","","","0"
"2012","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","89370","","","","0"
"2013","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","89039","","","","0"
"2014","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","87582","","","","0"
"2015","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","90381","","","","0"
"2016","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","88673","","","","0"
"2017","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","90652","","","","0"
"2018","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","91471","","","","0"
"2019","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","92741","","","","0"
"2020","Quebec","2016A000224","Total, industries and households","Kilotonnes","198","units","0","v1013973802","6.1","81594","","","","0"
"2009","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","67506","","","","0"
"2010","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","64607","","","","0"
"2011","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","64421","","","","0"
"2012","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","63218","","","","0"
"2013","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","62089","","","","0"
"2014","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","61009","","","","0"
"2015","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","63851","","","","0"
"2016","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","62659","","","","0"
"2017","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","64400","","","","0"
"2018","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","65183","","","","0"
"2019","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","66242","","","","0"
"2020","Quebec","2016A000224","Total, industries","Kilotonnes","198","units","0","v1013973803","6.2","58408","","","","0"
"2009","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26379","","","","0"
"2010","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","25352","","","","0"
"2011","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26819","","","","0"
"2012","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26152","","","","0"
"2013","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26950","","","","0"
"2014","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26572","","","","0"
"2015","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26530","","","","0"
"2016","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26014","","","","0"
"2017","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26252","","","","0"
"2018","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26289","","","","0"
"2019","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","26500","","","","0"
"2020","Quebec","2016A000224","Total, households","Kilotonnes","198","units","0","v1013973914","6.115","23186","","","","0"
"2009","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","82359","","","","0"
"2010","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","79481","","","","0"
"2011","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","81538","","","","0"
"2012","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","79946","","","","0"
"2013","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","80137","","","","0"
"2014","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","77983","","","","0"
"2015","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","78505","","","","0"
"2016","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","78147","","","","0"
"2017","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","80254","","","","0"
"2018","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","81826","","","","0"
"2019","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","83590","","","","0"
"2020","Quebec","2016A000224","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973917","6.118","76241","","","","0"
"2009","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-11527","","","","0"
"2010","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-10478","","","","0"
"2011","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9702","","","","0"
"2012","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9423","","","","0"
"2013","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-8902","","","","0"
"2014","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9599","","","","0"
"2015","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-11876","","","","0"
"2016","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-10526","","","","0"
"2017","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-10398","","","","0"
"2018","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9646","","","","0"
"2019","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-9152","","","","0"
"2020","Quebec","2016A000224","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973918","6.119","-5353","","","","0"
"2009","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","170074","","","","0"
"2010","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","179423","","","","0"
"2011","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","178814","","","","0"
"2012","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","172170","","","","0"
"2013","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","172667","","","","0"
"2014","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","169257","","","","0"
"2015","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","168746","","","","0"
"2016","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","166417","","","","0"
"2017","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","164631","","","","0"
"2018","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","172201","","","","0"
"2019","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","170096","","","","0"
"2020","Ontario","2016A000235","Total, industries and households","Kilotonnes","198","units","0","v1013973927","7.1","150085","","","","0"
"2009","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","120839","","","","0"
"2010","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","129961","","","","0"
"2011","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","127304","","","","0"
"2012","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","125090","","","","0"
"2013","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","120949","","","","0"
"2014","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","118667","","","","0"
"2015","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","118320","","","","0"
"2016","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","117005","","","","0"
"2017","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","113712","","","","0"
"2018","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","117359","","","","0"
"2019","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","117923","","","","0"
"2020","Ontario","2016A000235","Total, industries","Kilotonnes","198","units","0","v1013973928","7.2","105599","","","","0"
"2009","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","49235","","","","0"
"2010","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","49461","","","","0"
"2011","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","51511","","","","0"
"2012","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","47080","","","","0"
"2013","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","51719","","","","0"
"2014","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","50591","","","","0"
"2015","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","50426","","","","0"
"2016","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","49411","","","","0"
"2017","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","50919","","","","0"
"2018","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","54841","","","","0"
"2019","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","52173","","","","0"
"2020","Ontario","2016A000235","Total, households","Kilotonnes","198","units","0","v1013974039","7.115","44486","","","","0"
"2009","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","165524","","","","0"
