"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","173133","","","","0"
"2011","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","172318","","","","0"
"2012","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","168597","","","","0"
"2013","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","168405","","","","0"
"2014","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","164123","","","","0"
"2015","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","163600","","","","0"
"2016","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","162394","","","","0"
"2017","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","158945","","","","0"
"2018","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","167268","","","","0"
"2019","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","165514","","","","0"
"2020","Ontario","2016A000235","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974042","7.118","149585","","","","0"
"2009","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4550","","","","0"
"2010","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-6289","","","","0"
"2011","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-6496","","","","0"
"2012","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-3573","","","","0"
"2013","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4263","","","","0"
"2014","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-5134","","","","0"
"2015","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-5147","","","","0"
"2016","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4022","","","","0"
"2017","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-5686","","","","0"
"2018","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4932","","","","0"
"2019","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-4582","","","","0"
"2020","Ontario","2016A000235","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974043","7.119","-500","","","","0"
"2009","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","19395","","","","0"
"2010","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","18969","","","","0"
"2011","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","19077","","","","0"
"2012","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","20522","","","","0"
"2013","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21067","","","","0"
"2014","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21236","","","","0"
"2015","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","20799","","","","0"
"2016","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21188","","","","0"
"2017","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21697","","","","0"
"2018","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","22539","","","","0"
"2019","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","22349","","","","0"
"2020","Manitoba","2016A000246","Total, industries and households","Kilotonnes","198","units","0","v1013974052","8.1","21271","","","","0"
"2009","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","15773","","","","0"
"2010","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","15157","","","","0"
"2011","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","15415","","","","0"
"2012","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16316","","","","0"
"2013","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16600","","","","0"
"2014","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16752","","","","0"
"2015","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16731","","","","0"
"2016","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16989","","","","0"
"2017","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","17463","","","","0"
"2018","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","17822","","","","0"
"2019","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","17587","","","","0"
"2020","Manitoba","2016A000246","Total, industries","Kilotonnes","198","units","0","v1013974053","8.2","16893","","","","0"
"2009","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","3622","","","","0"
"2010","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","3812","","","","0"
"2011","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","3662","","","","0"
"2012","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4206","","","","0"
"2013","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4466","","","","0"
"2014","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4484","","","","0"
"2015","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4068","","","","0"
"2016","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4200","","","","0"
"2017","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4234","","","","0"
"2018","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4717","","","","0"
"2019","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4761","","","","0"
"2020","Manitoba","2016A000246","Total, households","Kilotonnes","198","units","0","v1013974164","8.115","4378","","","","0"
"2009","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","19652","","","","0"
"2010","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","19326","","","","0"
"2011","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","19323","","","","0"
"2012","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","20833","","","","0"
"2013","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","21389","","","","0"
"2014","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","21335","","","","0"
"2015","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","21063","","","","0"
"2016","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","21296","","","","0"
"2017","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","21809","","","","0"
"2018","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","22573","","","","0"
"2019","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","22264","","","","0"
"2020","Manitoba","2016A000246","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974167","8.118","21674","","","","0"
"2009","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","257","","","","0"
"2010","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","357","","","","0"
"2011","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","245","","","","0"
"2012","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","311","","","","0"
"2013","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","322","","","","0"
"2014","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","99","","","","0"
"2015","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","263","","","","0"
"2016","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","108","","","","0"
"2017","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","112","","","","0"
"2018","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","34","","","","0"
"2019","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","-85","","","","0"
"2020","Manitoba","2016A000246","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974168","8.119","403","","","","0"
"2009","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","72397","","","","0"
"2010","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","71877","","","","0"
"2011","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","71374","","","","0"
"2012","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","74965","","","","0"
"2013","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","77244","","","","0"
"2014","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","79178","","","","0"
"2015","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","81027","","","","0"
"2016","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","77187","","","","0"
"2017","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","81177","","","","0"
"2018","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","82093","","","","0"
"2019","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","78799","","","","0"
"2020","Saskatchewan","2016A000247","Total, industries and households","Kilotonnes","198","units","0","v1013974177","9.1","66483","","","","0"
"2009","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","66532","","","","0"
"2010","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","65550","","","","0"
"2011","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","65964","","","","0"
"2012","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","68991","","","","0"
"2013","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","70771","","","","0"
"2014","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","73086","","","","0"
"2015","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","74961","","","","0"
"2016","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","71120","","","","0"
"2017","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","74842","","","","0"
"2018","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","75590","","","","0"
"2019","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","72191","","","","0"
"2020","Saskatchewan","2016A000247","Total, industries","Kilotonnes","198","units","0","v1013974178","9.2","60509","","","","0"
"2009","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","5865","","","","0"
"2010","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6327","","","","0"
"2011","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","5410","","","","0"
"2012","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","5974","","","","0"
"2013","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6473","","","","0"
"2014","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6092","","","","0"
"2015","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6066","","","","0"
"2016","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6067","","","","0"
"2017","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6335","","","","0"
"2018","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6503","","","","0"
"2019","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","6609","","","","0"
"2020","Saskatchewan","2016A000247","Total, households","Kilotonnes","198","units","0","v1013974289","9.115","5974","","","","0"
"2009","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","71713","","","","0"
"2010","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","71071","","","","0"
"2011","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","70751","","","","0"
"2012","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","73727","","","","0"
"2013","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","75351","","","","0"
"2014","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","77417","","","","0"
"2015","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","79108","","","","0"
"2016","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","76806","","","","0"
"2017","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","79386","","","","0"
"2018","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","80444","","","","0"
"2019","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","78016","","","","0"
"2020","Saskatchewan","2016A000247","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974292","9.118","65894","","","","0"
"2009","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-684","","","","0"
"2010","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-806","","","","0"
"2011","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-622","","","","0"
"2012","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-1239","","","","0"
"2013","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-1892","","","","0"
"2014","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-1761","","","","0"
"2015","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-1919","","","","0"
"2016","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-380","","","","0"
"2017","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-1791","","","","0"
"2018","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-1649","","","","0"
"2019","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-783","","","","0"
"2020","Saskatchewan","2016A000247","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974293","9.119","-589","","","","0"
"2009","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","251964","","","","0"
"2010","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","260939","","","","0"
"2011","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","271038","","","","0"
"2012","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","278573","","","","0"
"2013","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","287470","","","","0"
"2014","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","292376","","","","0"
"2015","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","290415","","","","0"
"2016","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","271467","","","","0"
"2017","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","281842","","","","0"
"2018","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","285070","","","","0"
"2019","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","285743","","","","0"
"2020","Alberta","2016A000248","Total, industries and households","Kilotonnes","198","units","0","v1013974302","10.1","261665","","","","0"
"2009","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","233304","","","","0"
"2010","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","242662","","","","0"
"2011","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","252797","","","","0"
"2012","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","259880","","","","0"
"2013","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","267488","","","","0"
"2014","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","272232","","","","0"
"2015","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","271540","","","","0"
"2016","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","253699","","","","0"
"2017","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","261735","","","","0"
"2018","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","264185","","","","0"
"2019","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","264872","","","","0"
"2020","Alberta","2016A000248","Total, industries","Kilotonnes","198","units","0","v1013974303","10.2","242358","","","","0"
"2009","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","18660","","","","0"
"2010","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","18277","","","","0"
"2011","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","18241","","","","0"
"2012","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","18693","","","","0"
"2013","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","19982","","","","0"
"2014","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","20145","","","","0"
"2015","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","18875","","","","0"
"2016","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","17767","","","","0"
"2017","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","20107","","","","0"
"2018","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","20884","","","","0"
"2019","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","20872","","","","0"
"2020","Alberta","2016A000248","Total, households","Kilotonnes","198","units","0","v1013974414","10.115","19307","","","","0"
"2009","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","245773","","","","0"
"2010","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","254928","","","","0"
"2011","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","263729","","","","0"
"2012","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","273054","","","","0"
"2013","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","279363","","","","0"
"2014","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","283184","","","","0"
"2015","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","284286","","","","0"
"2016","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","268163","","","","0"
"2017","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","275817","","","","0"
"2018","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","276504","","","","0"
"2019","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","278799","","","","0"
"2020","Alberta","2016A000248","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974417","10.118","256460","","","","0"
"2009","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-6191","","","","0"
"2010","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-6011","","","","0"
"2011","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-7309","","","","0"
"2012","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-5519","","","","0"
"2013","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-8107","","","","0"
"2014","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-9192","","","","0"
"2015","Alberta","2016A000248","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974418","10.119","-6129","","","","0"
