station,year,swe,lat,lon,ele,z
1C06,2009,68,50.9,-121.8166667,1209,0.538345128
1C06,2011,64,50.9,-121.8166667,1209,0.447125537
1C06,2012,0,50.9,-121.8166667,1209,-1.012387921
1C06,2013,0,50.9,-121.8166667,1209,-1.012387921
1C06,2014,68,50.9,-121.8166667,1209,0.538345128
1C06,2018,84,50.9,-121.8166667,1209,0.903223492
1C06,2019,0,50.9,-121.8166667,1209,-1.012387921
1C06,2020,30,50.9,-121.8166667,1209,-0.328240988
1C06,2021,60,50.9,-121.8166667,1209,0.355905946
1C08,1957,109,53.01666667,-123.65,1029,0.852478312
1C08,1958,142,53.01666667,-123.65,1029,1.484315179
1C08,1959,69,53.01666667,-123.65,1029,0.086615443
1C08,1960,0,53.01666667,-123.65,1029,-1.234498005
1C08,1961,48,53.01666667,-123.65,1029,-0.315462563
1C08,1962,142,53.01666667,-123.65,1029,1.484315179
1C08,1963,0,53.01666667,-123.65,1029,-1.234498005
1C08,1964,97,53.01666667,-123.65,1029,0.622719452
1C08,1965,112,53.01666667,-123.65,1029,0.909918027
1C08,1966,135,53.01666667,-123.65,1029,1.350289177
1C08,1967,130,53.01666667,-123.65,1029,1.254556318
1C08,1968,5,53.01666667,-123.65,1029,-1.138765146
1C08,1969,89,53.01666667,-123.65,1029,0.469546878
1C08,1970,81,53.01666667,-123.65,1029,0.316374304
1C08,1971,132,53.01666667,-123.65,1029,1.292849462
1C08,1972,99,53.01666667,-123.65,1029,0.661012595
1C08,1973,109,53.01666667,-123.65,1029,0.852478312
1C08,1974,155,53.01666667,-123.65,1029,1.733220611
1C08,1975,147,53.01666667,-123.65,1029,1.580048038
1C08,1976,165,53.01666667,-123.65,1029,1.924686328
1C08,1977,0,53.01666667,-123.65,1029,-1.234498005
1C08,1978,51,53.01666667,-123.65,1029,-0.258022847
1C08,1979,18,53.01666667,-123.65,1029,-0.889859714
1C08,1980,30,53.01666667,-123.65,1029,-0.660100854
1C08,1982,140,53.01666667,-123.65,1029,1.446022035
1C08,1983,0,53.01666667,-123.65,1029,-1.234498005
1C08,1984,8,53.01666667,-123.65,1029,-1.081325431
1C08,1985,83,53.01666667,-123.65,1029,0.354667448
1C08,1987,10,53.01666667,-123.65,1029,-1.043032288
1C08,1988,0,53.01666667,-123.65,1029,-1.234498005
1C08,1989,60,53.01666667,-123.65,1029,-0.085703702
1C08,1990,62,53.01666667,-123.65,1029,-0.047410559
1C08,1991,131,53.01666667,-123.65,1029,1.27370289
1C08,1992,0,53.01666667,-123.65,1029,-1.234498005
1C08,1993,77,53.01666667,-123.65,1029,0.239788017
1C08,1994,40,53.01666667,-123.65,1029,-0.468635136
1C08,1995,30,53.01666667,-123.65,1029,-0.660100854
1C08,1996,29,53.01666667,-123.65,1029,-0.679247425
1C08,1997,80,53.01666667,-123.65,1029,0.297227732
1C08,1998,1,53.01666667,-123.65,1029,-1.215351433
1C08,1999,92,53.01666667,-123.65,1029,0.526986593
1C08,2000,34,53.01666667,-123.65,1029,-0.583514567
1C08,2001,37,53.01666667,-123.65,1029,-0.526074852
1C08,2002,63,53.01666667,-123.65,1029,-0.028263987
1C08,2003,6,53.01666667,-123.65,1029,-1.119618575
1C08,2004,0,53.01666667,-123.65,1029,-1.234498005
1C08,2005,0,53.01666667,-123.65,1029,-1.234498005
1C08,2006,0,53.01666667,-123.65,1029,-1.234498005
1C08,2007,99,53.01666667,-123.65,1029,0.661012595
1C08,2008,72,53.01666667,-123.65,1029,0.144055159
1C08,2009,108,53.01666667,-123.65,1029,0.833331741
1C08,2010,22,53.01666667,-123.65,1029,-0.813273427
1C08,2011,117,53.01666667,-123.65,1029,1.005650886
1C08,2012,73,53.01666667,-123.65,1029,0.16320173
1C08,2013,23,53.01666667,-123.65,1029,-0.794126856
1C08,2014,129,53.01666667,-123.65,1029,1.235409747
1C08,2015,13,53.01666667,-123.65,1029,-0.985592573
1C08,2016,0,53.01666667,-123.65,1029,-1.234498005
1C08,2017,0,53.01666667,-123.65,1029,-1.234498005
1C08,2018,132,53.01666667,-123.65,1029,1.292849462
1C08,2019,27,53.01666667,-123.65,1029,-0.717540569
1C08,2020,122,53.01666667,-123.65,1029,1.101383745
1C08,2021,77,53.01666667,-123.65,1029,0.239788017
1C23,1970,864,52.73333333,-120.55,1687,-0.753251519
1C23,1971,1026,52.73333333,-120.55,1687,0.273827306
1C23,1972,1285,52.73333333,-120.55,1687,1.915885426
1C23,1973,1036,52.73333333,-120.55,1687,0.337227233
1C23,1974,1156,52.73333333,-120.55,1687,1.098026362
1C23,1975,986,52.73333333,-120.55,1687,0.020227596
1C23,1976,1262,52.73333333,-120.55,1687,1.770065593
1C23,1977,772,52.73333333,-120.55,1687,-1.336530851
1C23,1978,765,52.73333333,-120.55,1687,-1.3809108
1C23,1979,823,52.73333333,-120.55,1687,-1.013191221
1C23,1982,959,52.73333333,-120.55,1687,-0.150952208
1C23,1984,913,52.73333333,-120.55,1687,-0.442591874
1C23,1985,1004,52.73333333,-120.55,1687,0.134347465
1C23,1987,875,52.73333333,-120.55,1687,-0.683511598
1C23,1989,991,52.73333333,-120.55,1687,0.05192756
1C23,1990,1194,52.73333333,-120.55,1687,1.338946086
1C23,1991,1200,52.73333333,-120.55,1687,1.376986043
1C23,1992,995,52.73333333,-120.55,1687,0.077287531
1C23,1993,700,52.73333333,-120.55,1687,-1.793010328
1C23,1994,1145,52.73333333,-120.55,1687,1.028286442
1C23,1995,1060,52.73333333,-120.55,1687,0.489387059
1C23,1996,1058,52.73333333,-120.55,1687,0.476707073
1C23,1997,1106,52.73333333,-120.55,1687,0.781026725
1C23,1998,914,52.73333333,-120.55,1687,-0.436251882
1C23,2000,995,52.73333333,-120.55,1687,0.077287531
1C23,2001,641,52.73333333,-120.55,1687,-2.1670699
1C23,2002,1103,52.73333333,-120.55,1687,0.762006747
1C23,2003,779,52.73333333,-120.55,1687,-1.292150902
1C23,2004,789,52.73333333,-120.55,1687,-1.228750974
